Key,Original Text,File,Line,Type
"new.page.rubyrtrtrubyrubyrtrtrubyrubyrt","<ruby>昔<rt>むかし</rt></ruby>、<ruby>昔<rt>むかし</rt></ruby>、ある<ruby>所<rt>ところ</rt></ruby>に...","src/app/admin/stories/new/page.tsx",884,prop
"new.page.once_upon_a_time_in_a_certain_","Once upon a time, in a certain place...","src/app/admin/stories/new/page.tsx",895,prop
"new.page.what_did_the_main_character_fi","What did the main character find?","src/app/admin/stories/new/page.tsx",951,prop
"new.page.the_answer_can_be_found_in_par","The answer can be found in paragraph 2...","src/app/admin/stories/new/page.tsx",995,prop
"new.page.custom_title_for_search_engine","Custom title for search engines (defaults to story title)","src/app/admin/stories/new/page.tsx",1084,prop
"new.page.custom_description_for_search_","Custom description for search engines","src/app/admin/stories/new/page.tsx",1095,prop
"[id].page.loading","Loading...","src/app/admin/stories/edit/[id]/page.tsx",192,jsx
"[id].page.edit_story","Edit Story","src/app/admin/stories/edit/[id]/page.tsx",218,jsx
"[id].page.title_en","Title (EN)","src/app/admin/stories/edit/[id]/page.tsx",228,jsx
"[id].page.title_ja","Title (JA)","src/app/admin/stories/edit/[id]/page.tsx",240,jsx
"[id].page.url_slug","URL Slug","src/app/admin/stories/edit/[id]/page.tsx",252,jsx
"[id].page.jlpt_level","JLPT Level","src/app/admin/stories/edit/[id]/page.tsx",258,jsx
"[id].page.cover_image","Cover Image","src/app/admin/stories/edit/[id]/page.tsx",284,jsx
"[id].page.pages_overview","Pages Overview","src/app/admin/stories/edit/[id]/page.tsx",291,jsx
"[id].page.add_page","Add Page","src/app/admin/stories/edit/[id]/page.tsx",310,button
"[id].page.","📷","src/app/admin/stories/edit/[id]/page.tsx",315,jsx
"[id].page._",") : (","src/app/admin/stories/edit/[id]/page.tsx",322,jsx
"[id].page.","🖼️","src/app/admin/stories/edit/[id]/page.tsx",315,jsx
"[id].page.image_alt_text_for_accessibili","Image Alt Text (for accessibility)","src/app/admin/stories/edit/[id]/page.tsx",322,jsx
"[id].page.japanese_text_","Japanese Text *","src/app/admin/stories/edit/[id]/page.tsx",325,jsx
"[id].page.english_translation_","English Translation *","src/app/admin/stories/edit/[id]/page.tsx",329,jsx
"[id].page.1_","1 && (","src/app/admin/stories/edit/[id]/page.tsx",332,jsx
"[id].page.remove_this_page","Remove This Page","src/app/admin/stories/edit/[id]/page.tsx",332,jsx
"[id].page.quiz_questions","Quiz Questions","src/app/admin/stories/edit/[id]/page.tsx",337,jsx
"[id].page.back_to_stories_list","Back to Stories List","src/app/admin/stories/edit/[id]/page.tsx",212,prop
"[id].page.remove_image","Remove image","src/app/admin/stories/edit/[id]/page.tsx",322,prop
"[id].page.describe_the_image_for_screen_","Describe the image for screen readers","src/app/admin/stories/edit/[id]/page.tsx",322,prop
"[id].page.","むかしむかし、あるところに...","src/app/admin/stories/edit/[id]/page.tsx",326,prop
"[id].page.once_upon_a_time_in_a_certain_","Once upon a time, in a certain place...","src/app/admin/stories/edit/[id]/page.tsx",330,prop
"new.page.loading","Loading...","src/app/admin/resources/new/page.tsx",266,jsx
"new.page.create_new_resource","Create New Resource","src/app/admin/resources/new/page.tsx",276,jsx
"new.page.write_and_publish_a_new_blog_p","Write and publish a new blog post or resource","src/app/admin/resources/new/page.tsx",277,jsx
"new.page._quick_tip","ℹ️ Quick tip:","src/app/admin/resources/new/page.tsx",303,jsx
"new.page.only_fields_marked_with","Only fields marked with","src/app/admin/resources/new/page.tsx",303,jsx
"new.page.basic_information","Basic Information","src/app/admin/resources/new/page.tsx",310,jsx
"new.page.title_","Title *","src/app/admin/resources/new/page.tsx",314,jsx
"new.page.url_slug","URL Slug","src/app/admin/resources/new/page.tsx",341,jsx
"new.page.select_category","Select category","src/app/admin/resources/new/page.tsx",359,jsx
"new.page.featured_image","Featured Image","src/app/admin/resources/new/page.tsx",428,jsx
"new.page.max_file_size_5mb_supported_fo","Max file size: 5MB. Supported formats: JPG, PNG, GIF, WebP","src/app/admin/resources/new/page.tsx",465,jsx
"new.page.or_use_url","or use URL","src/app/admin/resources/new/page.tsx",473,jsx
"new.page.image_url","Image URL","src/app/admin/resources/new/page.tsx",479,jsx
"new.page.image_alt_text","Image Alt Text","src/app/admin/resources/new/page.tsx",491,jsx
"new.page.preview","Preview:","src/app/admin/resources/new/page.tsx",504,jsx
"new.page.publishing_options","Publishing Options","src/app/admin/resources/new/page.tsx",567,jsx
"new.page.scheduled_for","Scheduled For","src/app/admin/resources/new/page.tsx",585,jsx
"new.page.featured_post","Featured post","src/app/admin/resources/new/page.tsx",604,jsx
"new.page.premium_content","Premium content","src/app/admin/resources/new/page.tsx",614,jsx
"new.page.seo_title","SEO Title","src/app/admin/resources/new/page.tsx",624,jsx
"new.page.seo_description","SEO Description","src/app/admin/resources/new/page.tsx",636,jsx
"new.page.optional_subtitle","Optional subtitle","src/app/admin/resources/new/page.tsx",334,prop
"new.page.brief_description_for_cards_an","Brief description for cards and SEO (auto-generated from content if empty)","src/app/admin/resources/new/page.tsx",374,prop
"new.page.descriptive_alt_text","Descriptive alt text","src/app/admin/resources/new/page.tsx",497,prop
"new.page.add_a_tag_and_press_enter","Add a tag and press Enter","src/app/admin/resources/new/page.tsx",533,prop
"new.page.custom_title_for_search_engine","Custom title for search engines (defaults to main title)","src/app/admin/resources/new/page.tsx",630,prop
"new.page.custom_description_for_search_","Custom description for search engines (defaults to excerpt)","src/app/admin/resources/new/page.tsx",642,prop
"edit.page.loading","Loading...","src/app/admin/resources/[id]/edit/page.tsx",236,jsx
"edit.page.resource_not_found","Resource not found","src/app/admin/resources/[id]/edit/page.tsx",240,jsx
"edit.page.edit_resource","Edit Resource","src/app/admin/resources/[id]/edit/page.tsx",250,jsx
"edit.page.basic_information","Basic Information","src/app/admin/resources/[id]/edit/page.tsx",279,jsx
"edit.page.title_","Title *","src/app/admin/resources/[id]/edit/page.tsx",283,jsx
"edit.page.url_slug","URL Slug","src/app/admin/resources/[id]/edit/page.tsx",308,jsx
"edit.page.select_category","Select category","src/app/admin/resources/[id]/edit/page.tsx",326,jsx
"edit.page.featured_image","Featured Image","src/app/admin/resources/[id]/edit/page.tsx",393,jsx
"edit.page.max_file_size_5mb_supported_fo","Max file size: 5MB. Supported formats: JPG, PNG, GIF, WebP","src/app/admin/resources/[id]/edit/page.tsx",424,jsx
"edit.page.or_use_url","or use URL","src/app/admin/resources/[id]/edit/page.tsx",432,jsx
"edit.page.image_url","Image URL","src/app/admin/resources/[id]/edit/page.tsx",438,jsx
"edit.page.image_alt_text","Image Alt Text","src/app/admin/resources/[id]/edit/page.tsx",450,jsx
"edit.page.preview","Preview:","src/app/admin/resources/[id]/edit/page.tsx",463,jsx
"edit.page.publishing_options","Publishing Options","src/app/admin/resources/[id]/edit/page.tsx",526,jsx
"edit.page.scheduled_for","Scheduled For","src/app/admin/resources/[id]/edit/page.tsx",544,jsx
"edit.page.featured_post","Featured post","src/app/admin/resources/[id]/edit/page.tsx",563,jsx
"edit.page.premium_content","Premium content","src/app/admin/resources/[id]/edit/page.tsx",573,jsx
"edit.page.seo_title","SEO Title","src/app/admin/resources/[id]/edit/page.tsx",583,jsx
"edit.page.seo_description","SEO Description","src/app/admin/resources/[id]/edit/page.tsx",595,jsx
"edit.page.optional_subtitle","Optional subtitle","src/app/admin/resources/[id]/edit/page.tsx",301,prop
"edit.page.brief_description_for_cards_an","Brief description for cards and SEO","src/app/admin/resources/[id]/edit/page.tsx",341,prop
"edit.page.descriptive_alt_text","Descriptive alt text","src/app/admin/resources/[id]/edit/page.tsx",456,prop
"edit.page.add_a_tag_and_press_enter","Add a tag and press Enter","src/app/admin/resources/[id]/edit/page.tsx",492,prop
"edit.page.custom_title_for_search_engine","Custom title for search engines","src/app/admin/resources/[id]/edit/page.tsx",589,prop
"edit.page.custom_description_for_search_","Custom description for search engines","src/app/admin/resources/[id]/edit/page.tsx",601,prop
"mood-boards.page.","📊","src/app/admin/mood-boards/page.tsx",204,jsx
"mood-boards.page.","🎯","src/app/admin/mood-boards/page.tsx",216,jsx
"mood-boards.page.","📈","src/app/admin/mood-boards/page.tsx",228,jsx
"mood-boards.page.","🕒","src/app/admin/mood-boards/page.tsx",240,jsx
"logs.page.loading_logs","Loading logs...","src/app/admin/logs/page.tsx",207,jsx
"logs.page.no_logs_found_matching_your_cr","No logs found matching your criteria.","src/app/admin/logs/page.tsx",211,jsx
"logs.page.view_details","View details","src/app/admin/logs/page.tsx",264,jsx
"logs.page.no_details","No details","src/app/admin/logs/page.tsx",270,jsx
"features.page.error_loading_feature_matrix","Error loading feature matrix","src/app/admin/features/page.tsx",47,jsx
"features.page.","🔄","src/app/admin/features/page.tsx",145,jsx
"features.page.","📥","src/app/admin/features/page.tsx",151,jsx
"features.page._click_on_any_number_to_edit_t","• Click on any number to edit the limit","src/app/admin/features/page.tsx",204,jsx
"features.page._use_1_for_unlimited_access","• Use -1 for unlimited access","src/app/admin/features/page.tsx",205,jsx
"features.page._changes_are_saved_immediately","• Changes are saved immediately to the database","src/app/admin/features/page.tsx",206,jsx
"features.page._users_will_see_updated_limits","• Users will see updated limits on their next action","src/app/admin/features/page.tsx",207,jsx
"features.page._consider_user_behavior_patter","• Consider user behavior patterns when adjusting limits","src/app/admin/features/page.tsx",208,jsx
"features.page._this_matrix_shows_all_feature","• This matrix shows all features available in Doshi Sensei and their access levels","src/app/admin/features/page.tsx",212,jsx
"features.page._limits_are_enforced_automatic","• Limits are enforced automatically by the new access control system","src/app/admin/features/page.tsx",213,jsx
"features.page._shared_limit_groups_like_game","• Shared limit groups (like games) use the same counter for all features in the group","src/app/admin/features/page.tsx",214,jsx
"features.page._planned_features_are_shown_fo","• Planned features are shown for future development reference","src/app/admin/features/page.tsx",215,jsx
"features.page._click_edit_limits_to_dynamica","• Click ""Edit Limits"" to dynamically adjust user limits","src/app/admin/features/page.tsx",216,jsx
"debug.page.indexeddb","IndexedDB:","src/app/admin/debug/page.tsx",252,jsx
"debug.page.firebase","Firebase:","src/app/admin/debug/page.tsx",255,jsx
"debug.page.localstorage","LocalStorage:","src/app/admin/debug/page.tsx",258,jsx
"debug.page.stats_debug_panel","Stats Debug Panel","src/app/admin/debug/page.tsx",293,jsx
"debug.page.console_monitor","Console Monitor","src/app/admin/debug/page.tsx",294,jsx
"debug.page.debug_tools","Debug Tools","src/app/admin/debug/page.tsx",187,prop
"articles.page.","🚀","src/app/admin/articles/page.tsx",232,jsx
"articles.page._todaii_news","📚 Todaii News:","src/app/admin/articles/page.tsx",372,jsx
"articles.page._watanoc_only","🏯 Watanoc Only:","src/app/admin/articles/page.tsx",375,jsx
"articles.page.management_tools","Management Tools","src/app/admin/articles/page.tsx",381,jsx
"articles.page._refresh_stats","📊 Refresh Stats:","src/app/admin/articles/page.tsx",384,jsx
"articles.page._clear_cache","🗑️ Clear Cache:","src/app/admin/articles/page.tsx",387,jsx
"articles.page._run_diagnostics","🔍 Run Diagnostics:","src/app/admin/articles/page.tsx",390,jsx
"articles.page._delete_articles","🗑️ Delete Articles:","src/app/admin/articles/page.tsx",393,jsx
"articles.page._pro_tip","💡 Pro Tip:","src/app/admin/articles/page.tsx",400,jsx
"activities.page.loading_activity_tracking","Loading activity tracking...","src/app/admin/activities/page.tsx",259,jsx
"activities.page.activity_tracking_management","Activity Tracking Management","src/app/admin/activities/page.tsx",269,jsx
"activities.page.configure_and_monitor_activity","Configure and monitor activity types tracked by the stats system","src/app/admin/activities/page.tsx",270,jsx
"activities.page.activity_types","Activity Types","src/app/admin/activities/page.tsx",276,jsx
"activities.page.add_new_activity_type","Add New Activity Type","src/app/admin/activities/page.tsx",287,jsx
"activities.page.recent_activities_last_50","Recent Activities (Last 50)","src/app/admin/activities/page.tsx",452,jsx
"activities.page.user_activity_viewer","User Activity Viewer","src/app/admin/activities/page.tsx",509,jsx
"activities.page.view_all_activities_for_a_spec","View all activities for a specific user, organized by day","src/app/admin/activities/page.tsx",510,jsx
"activities.page.note_only_premium_users_have_c","Note: Only premium users have cloud-synced activity data","src/app/admin/activities/page.tsx",595,jsx
"activities.page.implementation_guide","Implementation Guide","src/app/admin/activities/page.tsx",603,jsx
"activities.page.add_the_activity_type_configur","Add the activity type configuration above","src/app/admin/activities/page.tsx",608,jsx
"activities.page.create_a_tracking_function_in","Create a tracking function in","src/app/admin/activities/page.tsx",609,jsx
"activities.page.srclibstatstrackingeventsts","/src/lib/stats/trackingEvents.ts","src/app/admin/activities/page.tsx",609,jsx
"activities.page.add_the_corresponding_field_to","Add the corresponding field to","src/app/admin/activities/page.tsx",610,jsx
"activities.page.update_the_stats_processing_lo","Update the stats processing logic in","src/app/admin/activities/page.tsx",611,jsx
"activities.page.statstrackerts","statsTracker.ts","src/app/admin/activities/page.tsx",611,jsx
"activities.page.import_and_call_your_tracking_","Import and call your tracking function where the activity occurs","src/app/admin/activities/page.tsx",612,jsx
"activities.page.type_id_eg","Type ID (e.g.,","src/app/admin/activities/page.tsx",291,prop
"activities.page.display_name","Display Name","src/app/admin/activities/page.tsx",298,prop
"activities.page.icon_emoji","Icon (emoji)","src/app/admin/activities/page.tsx",305,prop
"activities.page.stats_field_name","Stats Field Name","src/app/admin/activities/page.tsx",312,prop
"activities.page.enter_user_id_eg_wawmetfq0dcov","Enter User ID (e.g., WawMEtfq0dcoVPMr3nuwpFAzr9F2)","src/app/admin/activities/page.tsx",516,prop
"account.page.","✏️","src/app/account/page.tsx",245,jsx
"account.page.account_status","Account Status","src/app/account/page.tsx",256,jsx
"account.page.member_since","Member Since","src/app/account/page.tsx",260,jsx
"account.page.","🛡️","src/app/account/page.tsx",273,jsx
"account.page.choose_your_profile_thumbnail","Choose your profile thumbnail","src/app/account/page.tsx",377,jsx
"account.page.updating","Updating...","src/app/account/page.tsx",391,jsx
"account.page.","🏮","src/app/account/page.tsx",435,jsx
"account.page.or_continue_with_email","Or continue with email","src/app/account/page.tsx",471,jsx
"account.page.edit_avatar","Edit avatar","src/app/account/page.tsx",242,prop
"account.page.close_avatar_picker","Close avatar picker","src/app/account/page.tsx",371,prop
"account.page.choose_avatar","Choose avatar","src/app/account/page.tsx",384,prop
"account.page.avatar_option","avatar option","src/app/account/page.tsx",387,prop
"components.UsageLimitDisplay.drills","Drills:","src/components/UsageLimitDisplay.tsx",29,jsx
"components.UsageLimitDisplay.drills_today","Drills today:","src/components/UsageLimitDisplay.tsx",36,jsx
"components.UsageLimitDisplay._limit_reached","• Limit reached","src/components/UsageLimitDisplay.tsx",72,jsx
"components.UsageLimitDisplay._login_required_to_create_list","• Login required to create lists","src/components/UsageLimitDisplay.tsx",50,jsx
"components.UsageLimitDisplay.lists","Lists:","src/components/UsageLimitDisplay.tsx",70,jsx
"components.ThemeSelector.choose_your_theme","Choose Your Theme","src/components/ThemeSelector.tsx",85,jsx
"components.ThemeSelector.color_scheme","Color Scheme","src/components/ThemeSelector.tsx",124,jsx
"components.SubscriptionPlans.month","/month","src/components/SubscriptionPlans.tsx",164,jsx
"components.SubscriptionPlans.year","/year","src/components/SubscriptionPlans.tsx",200,jsx
"components.SubscriptionPlans.","⚠️","src/components/SubscriptionPlans.tsx",231,jsx
"components.SubscriptionPlans.free_plan_limitations","Free Plan Limitations","src/components/SubscriptionPlans.tsx",233,jsx
"components.SubscriptionPlans._no_cloud_sync_across_devices","• No cloud sync across devices","src/components/SubscriptionPlans.tsx",237,jsx
"components.SubscriptionPlans._local_storage_only","• Local storage only","src/components/SubscriptionPlans.tsx",238,jsx
"components.SubscriptionPlans.cancel_subscription","Cancel Subscription?","src/components/SubscriptionPlans.tsx",252,jsx
"components.SplashScreen.doshi_sensei","Doshi Sensei","src/components/SplashScreen.tsx",54,prop
"components.ResourceCacheDemo.resource_caching_demo","Resource Caching Demo","src/components/ResourceCacheDemo.tsx",227,jsx
"components.ResourceCacheDemo.resource_caching_is_not_availa","Resource caching is not available for your account type.","src/components/ResourceCacheDemo.tsx",220,jsx
"components.ResourceCacheDemo.kanji_caching","Kanji Caching","src/components/ResourceCacheDemo.tsx",244,jsx
"components.ResourceCacheDemo.verb_caching","Verb Caching","src/components/ResourceCacheDemo.tsx",265,jsx
"components.ResourceCacheDemo.adjective_caching","Adjective Caching","src/components/ResourceCacheDemo.tsx",286,jsx
"components.ResourceCacheDemo.audio_caching","Audio Caching","src/components/ResourceCacheDemo.tsx",307,jsx
"components.ResourceCacheDemo.cache_statistics","Cache Statistics","src/components/ResourceCacheDemo.tsx",329,jsx
"components.ResourceCacheDemo.current_cache_stats","Current Cache Stats:","src/components/ResourceCacheDemo.tsx",349,jsx
"components.PageHelpIcon.tips","Tips:","src/components/PageHelpIcon.tsx",60,jsx
"components.PageHelpIcon.page_help","Page help","src/components/PageHelpIcon.tsx",33,prop
"components.PageHeader.go_back","Go back","src/components/PageHeader.tsx",35,prop
"components.OfflineNotification.youre_back_online","You're back online!","src/components/OfflineNotification.tsx",59,jsx
"components.OfflineNotification.no_internet_connection_some_fe","No internet connection. Some features may be limited.","src/components/OfflineNotification.tsx",68,jsx
"components.MobileMenu.","🏮","src/components/MobileMenu.tsx",195,jsx
"components.MobileMenu.toggle_menu","Toggle menu","src/components/MobileMenu.tsx",75,prop
"components.MobileMenu.close_menu","Close menu","src/components/MobileMenu.tsx",110,prop
"components.MobileHome.doshi_sensei","Doshi Sensei","src/components/MobileHome.tsx",95,prop
"components.MobileHome.days_used","Days Used","src/components/MobileHome.tsx",108,prop
"components.LoginPromptModal.","🔑","src/components/LoginPromptModal.tsx",31,jsx
"components.ListSelectionModal.eg_jlpt_n5_verbs_cooking_terms","e.g., JLPT N5 Verbs, Cooking Terms","src/components/ListSelectionModal.tsx",177,prop
"components.ListSelectionModal.brief_description_of_this_list","Brief description of this list...","src/components/ListSelectionModal.tsx",190,prop
"components.ErrorBoundarySubscription.","⚠️","src/components/ErrorBoundarySubscription.tsx",75,jsx
"components.ErrorBoundarySubscription.guest_access_available","Guest Access Available:","src/components/ErrorBoundarySubscription.tsx",86,jsx
"components.DonationModal.processing","Processing...","src/components/DonationModal.tsx",190,jsx
"components.DesktopNavMenu.","🏮","src/components/DesktopNavMenu.tsx",167,jsx
"components.CompanionTrigger.virtual_companion","Virtual Companion","src/components/CompanionTrigger.tsx",44,prop
"vocabulary.ExampleSentencesBlock.save_sentence","Save sentence","src/components/vocabulary/ExampleSentencesBlock.tsx",78,prop
"ui.Toast.close_notification","Close notification","src/components/ui/Toast.tsx",82,prop
"ui.ConfirmationDialog.","🎯","src/components/ui/ConfirmationDialog.tsx",145,jsx
"story.StoryReader.reading_settings","Reading Settings","src/components/story/StoryReader.tsx",672,jsx
"story.StoryReader.font_size","Font Size","src/components/story/StoryReader.tsx",89,jsx
"story.StoryReader.show_furigana","Show Furigana","src/components/story/StoryReader.tsx",108,jsx
"story.StoryReader.highlight_vocabulary","Highlight Vocabulary","src/components/story/StoryReader.tsx",123,jsx
"story.StoryReader.highlight_mode","Highlight Mode","src/components/story/StoryReader.tsx",139,jsx
"story.StoryReader.story_quiz","Story Quiz","src/components/story/StoryReader.tsx",475,jsx
"story.StoryReader.back_to_stories","Back to Stories","src/components/story/StoryReader.tsx",591,jsx
"story.StoryReader.","🔊","src/components/story/StoryReader.tsx",620,jsx
"story.StoryReader.play_audio","Play Audio","src/components/story/StoryReader.tsx",622,jsx
"story.StoryReader.listen_to_this_page","Listen to this page","src/components/story/StoryReader.tsx",623,jsx
"story.StoryReader.","🎯","src/components/story/StoryReader.tsx",635,jsx
"story.StoryReader.comprehension_quiz","Comprehension Quiz","src/components/story/StoryReader.tsx",637,jsx
"story.StoryReader.test_your_understanding","Test your understanding","src/components/story/StoryReader.tsx",638,jsx
"story.StoryReader.","⚙️","src/components/story/StoryReader.tsx",670,jsx
"story.StoryReader.font_size_furigana_etc","Font size, furigana, etc.","src/components/story/StoryReader.tsx",673,jsx
"story.StoryReader.translation","Translation:","src/components/story/StoryReader.tsx",784,jsx
"stats.StatsDebugPanel.streak","Streak:","src/components/stats/StatsDebugPanel.tsx",108,jsx
"stats.StatsDebugPanel.total_days","Total Days:","src/components/stats/StatsDebugPanel.tsx",111,jsx
"stats.StatsDebugPanel.drills","Drills:","src/components/stats/StatsDebugPanel.tsx",114,jsx
"stats.StatsDebugPanel.stories","Stories:","src/components/stats/StatsDebugPanel.tsx",117,jsx
"stats.StatsDebugPanel.accuracy","Accuracy:","src/components/stats/StatsDebugPanel.tsx",120,jsx
"stats.StatsDebugPanel.version","Version:","src/components/stats/StatsDebugPanel.tsx",123,jsx
"stats.StatsDebugPanel.enable_debug_mode","Enable debug mode","src/components/stats/StatsDebugPanel.tsx",77,prop
"stats.StatsDebugPanel.close_debug_panel","Close debug panel","src/components/stats/StatsDebugPanel.tsx",93,prop
"stats.StatsBar.pokball","Pokéball","src/components/stats/StatsBar.tsx",108,prop
"stats.StatsBar.pokmon","Pokémon","src/components/stats/StatsBar.tsx",112,prop
"stats.StatsBar.active_days","Active Days","src/components/stats/StatsBar.tsx",178,prop
"reading.ComprehensionQuiz.","📚","src/components/reading/ComprehensionQuiz.tsx",148,jsx
"reading.ComprehensionQuiz.","理解度テストを準備中...","src/components/reading/ComprehensionQuiz.tsx",149,jsx
"reading.ComprehensionQuiz.","正答数","src/components/reading/ComprehensionQuiz.tsx",186,jsx
"reading.ComprehensionQuiz.","所要時間","src/components/reading/ComprehensionQuiz.tsx",192,jsx
"reading.ComprehensionQuiz.","回答結果","src/components/reading/ComprehensionQuiz.tsx",199,jsx
"reading.ComprehensionQuiz._","• 記事をもう一度ゆっくり読み返してみましょう","src/components/reading/ComprehensionQuiz.tsx",239,jsx
"reading.ComprehensionQuiz._","• 分からない単語を辞書で調べてみましょう","src/components/reading/ComprehensionQuiz.tsx",240,jsx
"reading.ComprehensionQuiz._","• 同じレベルの記事をもっと読んで慣れましょう","src/components/reading/ComprehensionQuiz.tsx",241,jsx
"reading.ComprehensionQuiz.","理解度テスト","src/components/reading/ComprehensionQuiz.tsx",272,jsx
"reading.ComprehensionQuiz.","💡","src/components/reading/ComprehensionQuiz.tsx",385,jsx
"reading.ComprehensionQuiz.","解説","src/components/reading/ComprehensionQuiz.tsx",387,jsx
"reading.ArticleReader._textincludes","') && text.includes('","src/components/reading/ArticleReader.tsx",39,jsx
"reading.ArticleReader.","漢字","src/components/reading/ArticleReader.tsx",43,jsx
"reading.ArticleReader.","かんじ","src/components/reading/ArticleReader.tsx",43,jsx
"reading.ArticleReader.1","$1","src/components/reading/ArticleReader.tsx",621,jsx
"reading.ArticleReader.2","$2","src/components/reading/ArticleReader.tsx",45,jsx
"reading.ArticleReader.searching","Searching...","src/components/reading/ArticleReader.tsx",142,jsx
"reading.ArticleReader.reading_settings","Reading Settings","src/components/reading/ArticleReader.tsx",879,jsx
"reading.ArticleReader.highlight_mode","Highlight Mode:","src/components/reading/ArticleReader.tsx",288,jsx
"reading.ArticleReader._100_readingprogress","= 100 && readingProgress","src/components/reading/ArticleReader.tsx",541,jsx
"reading.ArticleReader.back_to_articles","Back to Articles","src/components/reading/ArticleReader.tsx",796,jsx
"reading.ArticleReader.","📚","src/components/reading/ArticleReader.tsx",824,jsx
"reading.ArticleReader.audio_reader","Audio Reader","src/components/reading/ArticleReader.tsx",826,jsx
"reading.ArticleReader.open_immersive_reading_mode","Open immersive reading mode","src/components/reading/ArticleReader.tsx",827,jsx
"reading.ArticleReader.","🎯","src/components/reading/ArticleReader.tsx",1170,jsx
"reading.ArticleReader.comprehension_quiz","Comprehension Quiz","src/components/reading/ArticleReader.tsx",842,jsx
"reading.ArticleReader.","⚙️","src/components/reading/ArticleReader.tsx",877,jsx
"reading.ArticleReader.font_size_furigana_etc","Font size, furigana, etc.","src/components/reading/ArticleReader.tsx",880,jsx
"reading.ArticleReader.processing_content","Processing content...","src/components/reading/ArticleReader.tsx",995,jsx
"reading.ArticleReader.","⚠️","src/components/reading/ArticleReader.tsx",1076,jsx
"reading.ArticleAudioPlayer._0_index","= 0 && index","src/components/reading/ArticleAudioPlayer.tsx",285,jsx
"reading.ArticleAudioPlayer._audio_reader","📚 Audio Reader","src/components/reading/ArticleAudioPlayer.tsx",320,jsx
"reading.ArticleAudioPlayer._sentences","📝 Sentences","src/components/reading/ArticleAudioPlayer.tsx",336,jsx
"reading.ArticleAudioPlayer._key_vocabulary","📚 Key Vocabulary","src/components/reading/ArticleAudioPlayer.tsx",413,jsx
"reading.ArticleAudioPlayer.05x","0.5x","src/components/reading/ArticleAudioPlayer.tsx",499,jsx
"reading.ArticleAudioPlayer.075x","0.75x","src/components/reading/ArticleAudioPlayer.tsx",500,jsx
"reading.ArticleAudioPlayer.10x","1.0x","src/components/reading/ArticleAudioPlayer.tsx",501,jsx
"reading.ArticleAudioPlayer.125x","1.25x","src/components/reading/ArticleAudioPlayer.tsx",502,jsx
"reading.ArticleAudioPlayer.15x","1.5x","src/components/reading/ArticleAudioPlayer.tsx",503,jsx
"reading.ArticleAudioPlayer.20x","2.0x","src/components/reading/ArticleAudioPlayer.tsx",504,jsx
"onboarding.OnboardingModal.close_tutorial","Close tutorial","src/components/onboarding/OnboardingModal.tsx",104,prop
"onboarding.OnboardingModal.previous_screen","Previous screen","src/components/onboarding/OnboardingModal.tsx",143,prop
"onboarding.OnboardingModal.next_screen","Next screen","src/components/onboarding/OnboardingModal.tsx",160,prop
"screens.WelcomeScreen.loading","Loading...","src/components/onboarding/screens/WelcomeScreen.tsx",15,jsx
"screens.WelcomeScreen.","🗾","src/components/onboarding/screens/WelcomeScreen.tsx",22,jsx
"screens.SuccessScreen.loading","Loading...","src/components/onboarding/screens/SuccessScreen.tsx",20,jsx
"screens.SuccessScreen.","🎌","src/components/onboarding/screens/SuccessScreen.tsx",61,jsx
"screens.SuccessScreen.","🌟","src/components/onboarding/screens/SuccessScreen.tsx",62,jsx
"screens.SuccessScreen.learning_preferences","Learning Preferences:","src/components/onboarding/screens/SuccessScreen.tsx",156,jsx
"screens.SuccessScreen.show_romaji","Show Romaji","src/components/onboarding/screens/SuccessScreen.tsx",159,jsx
"screens.SuccessScreen.preview","Preview:","src/components/onboarding/screens/SuccessScreen.tsx",187,jsx
"screens.SuccessScreen.to_eat","""to eat""","src/components/onboarding/screens/SuccessScreen.tsx",195,jsx
"screens.PracticeScreen.loading","Loading...","src/components/onboarding/screens/PracticeScreen.tsx",23,jsx
"screens.PracticeScreen.","📚","src/components/onboarding/screens/PracticeScreen.tsx",82,jsx
"screens.PracticeScreen.","🤔","src/components/onboarding/screens/PracticeScreen.tsx",106,jsx
"screens.PracticeScreen.","🏆","src/components/onboarding/screens/PracticeScreen.tsx",216,jsx
"screens.ListsScreen.loading","Loading...","src/components/onboarding/screens/ListsScreen.tsx",19,jsx
"screens.ConjugationScreen.loading","Loading...","src/components/onboarding/screens/ConjugationScreen.tsx",19,jsx
"kanji-moods.MoodBoard.","🎉","src/components/kanji-moods/MoodBoard.tsx",175,jsx
"kanji-moods.MoodBoard.congratulations_youve_complete","Congratulations! You've completed this mood board!","src/components/kanji-moods/MoodBoard.tsx",176,jsx
"kanji-moods.MoodBoard.","💡","src/components/kanji-moods/MoodBoard.tsx",201,jsx
"kanji-moods.MoodBoard._click_the_study_button_to_tes","• Click the Study button to test your knowledge of all kanji","src/components/kanji-moods/MoodBoard.tsx",205,jsx
"kanji-moods.MoodBoard._tap_any_kanji_card_to_see_its","• Tap any kanji card to see its readings and example words","src/components/kanji-moods/MoodBoard.tsx",206,jsx
"kanji-moods.MoodBoard._mark_kanji_as_learned_by_clic","• Mark kanji as learned by clicking the circle button","src/components/kanji-moods/MoodBoard.tsx",207,jsx
"kanji-moods.MoodBoard._try_to_find_connections_betwe","• Try to find connections between kanji in this theme","src/components/kanji-moods/MoodBoard.tsx",208,jsx
